"Wilshire 5000 (Full Cap) Total Market",""
"Index Dates","Period Return","Index Values"
"19980504","0.15","33.8316500"
"19980505","-0.55","33.6452300"
"19980506","-0.81","33.3740200"
"19980507","-0.80","33.1061400"
"19980508","1.06","33.4565000"
"19980511","-0.23","33.3803600"
"19980512","0.54","33.5622800"
"19980513","0.29","33.6592400"
"19980514","-0.16","33.6065400"
"19980515","-0.73","33.3596400"
"19980518","-0.41","33.2222500"
"19980519","0.38","33.3495400"
"19980520","0.48","33.5093300"
"19980521","-0.34","33.3968600"
"19980522","-0.51","33.2273800"
"19980526","-1.48","32.7372700"
"19980527","-0.35","32.6231700"
"19980528","0.57","32.8076300"
"19980529","-0.41","32.6730700"
"19980601","-0.30","32.5738800"
"19980602","0.20","32.6379200"
"19980603","-0.75","32.3925900"
"19980604","1.00","32.7149200"
"19980605","1.45","33.1899700"
"19980608","0.29","33.2856300"
"19980609","0.25","33.3693000"
"19980610","-0.68","33.1413300"
"19980611","-1.45","32.6613800"
"19980612","0.09","32.6902800"
"19980615","-1.91","32.0661700"
"19980616","1.00","32.3883500"
"19980617","1.65","32.9220900"
"19980618","-0.14","32.8759200"
"19980619","-0.42","32.7376800"
"19980622","0.35","32.8519100"
"19980623","1.36","33.2990400"
"19980624","1.13","33.6751900"
"19980625","-0.30","33.5738500"
"19980626","0.31","33.6771400"
"19980629","0.58","33.8728200"
"19980630","-0.16","33.8187400"
"19980701","1.12","34.1978600"
"19980702","-0.17","34.1410700"
"19980706","0.86","34.4333500"
"19980707","-0.14","34.3854400"
"19980708","0.91","34.6980900"
"19980709","-0.49","34.5289200"
"19980710","0.31","34.6375700"
"19980713","0.11","34.6745300"
"19980714","0.83","34.9632700"
"19980715","-0.06","34.9434800"
"19980716","0.66","35.1743700"
"19980717","0.20","35.2464100"
"19980720","-0.13","35.1995000"
"19980721","-1.56","34.6511500"
"19980722","-0.27","34.5570500"
"19980723","-2.02","33.8575800"
"19980724","-0.16","33.8022100"
"19980727","0.19","33.8668000"
"19980728","-1.47","33.3685500"
"19980729","-0.45","33.2172400"
"19980730","1.47","33.7049100"
"19980731","-1.86","33.0777700"
"19980803","-0.85","32.7970100"
"19980804","-3.52","31.6426200"
"19980805","0.47","31.7920700"
"19980806","1.10","32.1405400"
"19980807","0.45","32.2843100"
"19980810","-0.57","32.1011300"
"19980811","-1.64","31.5739900"
"19980812","1.54","32.0612000"
"19980813","-0.85","31.7881900"
"19980814","-0.93","31.4909800"
"19980817","1.51","31.9650500"
"19980818","1.63","32.4875600"
"19980819","-0.43","32.3480800"
"19980820","-0.64","32.1395100"
"19980821","-1.13","31.7750600"
"19980824","0.39","31.8974300"
"19980825","0.24","31.9731600"
"19980826","-1.07","31.6323600"
"19980827","-3.88","30.4059000"
"19980828","-1.67","29.8970900"
"19980831","-6.59","27.9264700"
"19980901","3.46","28.8927300"
"19980902","-0.01","28.8885200"
"19980903","-1.06","28.5810000"
"19980904","-0.73","28.3733700"
"19980908","4.86","29.7524000"
"19980909","-1.73","29.2389400"
"19980910","-2.48","28.5125800"
"19980911","2.66","29.2699500"
"19980914","2.04","29.8680400"
"19980915","0.74","30.0878200"
"19980916","0.91","30.3617000"
"19980917","-2.30","29.6645900"
"19980918","0.45","29.7980200"
"19980921","0.22","29.8648200"
"19980922","0.75","30.0884900"
"19980923","3.23","31.0600400"
"19980924","-2.01","30.4354400"
"19980925","0.08","30.4589800"
"19980928","0.35","30.5662000"
"19980929","-0.09","30.5386300"
"19980930","-2.58","29.7506900"
"19981001","-3.20","28.7981700"
"19981002","1.37","29.1922700"
"19981005","-1.94","28.6258700"
"19981006","-0.53","28.4746400"
"19981007","-1.81","27.9579300"
"19981008","-1.69","27.4863000"
"19981009","2.70","28.2285800"
"19981012","1.64","28.6915100"
"19981013","-0.61","28.5173700"
"19981014","1.29","28.8860800"
"19981015","4.07","30.0611300"
"19981016","1.12","30.3986300"
"19981019","0.89","30.6701500"
"19981020","0.37","30.7831000"
"19981021","0.56","30.9539600"
"19981022","0.91","31.2355100"
"19981023","-0.60","31.0484200"
"19981026","0.42","31.1773600"
"19981027","-0.55","31.0047800"
"19981028","0.25","31.0825000"
"19981029","1.59","31.5782100"
"19981030","1.22","31.9640400"
"19981102","1.44","32.4247900"
"19981103","-0.08","32.3999200"
"19981104","0.90","32.6900600"
"19981105","1.30","33.1153200"
"19981106","0.69","33.3430800"
"19981109","-0.83","33.0673100"
"19981110","-0.15","33.0165000"
"19981111","-0.68","32.7928800"
"19981112","-0.28","32.7023500"
"19981113","0.53","32.8745500"
"19981116","0.75","33.1199000"
"19981117","0.35","33.2345600"
"19981118","0.51","33.4029700"
"19981119","0.67","33.6261700"
"19981120","0.81","33.8981900"
"19981123","1.99","34.5730800"
"19981124","-0.40","34.4348400"
"19981125","0.40","34.5718900"
"19981127","0.51","34.7496900"
"19981130","-2.22","33.9768200"
"19981201","0.80","34.2494500"
"19981202","-0.20","34.1800000"
"19981203","-1.57","33.6430800"
"19981204","1.99","34.3116900"
"19981207","0.92","34.6258200"
"19981208","-0.43","34.4771400"
"19981209","0.10","34.5124700"
"19981210","-1.52","33.9890200"
"19981211","-0.04","33.9753400"
"19981214","-2.07","33.2706300"
"19981215","1.64","33.8171800"
"19981216","-0.05","33.8019100"
"19981217","1.51","34.3113100"
"19981218","0.67","34.5413200"
"19981221","1.35","35.0084500"
"19981222","0.01","35.0103000"
"19981223","1.93","35.6872900"
"19981224","-0.02","35.6798300"
"19981228","0.16","35.7372600"
"19981229","1.17","36.1537800"
"19981230","-0.48","35.9801900"
"19981231","0.47","36.1510500"
"19990104","-0.09","36.1190700"
"19990105","1.10","36.5154100"
"19990106","2.03","37.2578300"
"19990107","-0.18","37.1902900"
"19990108","0.54","37.3907500"
"19990111","-0.50","37.2038800"
"19990112","-1.74","36.5551100"
"19990113","-0.57","36.3479900"
"19990114","-1.64","35.7507900"
"19990115","2.35","36.5910600"
"19990119","0.67","36.8367700"
"19990120","0.32","36.9563300"
"19990121","-1.69","36.3323200"
"19990122","-0.69","36.0816800"
"19990125","0.58","36.2901400"
"19990126","1.40","36.7991100"
"19990127","-0.59","36.5832700"
"19990128","1.54","37.1473800"
"19990129","0.90","37.4801400"
"19990201","-0.30","37.3684900"
"19990202","-0.86","37.0465500"
"19990203","0.88","37.3719900"
"19990204","-1.64","36.7575600"
"19990205","-1.00","36.3910900"
"19990208","0.15","36.4473800"
"19990209","-2.15","35.6621900"
"19990210","0.27","35.7567800"
"19990211","2.41","36.6193100"
"19990212","-1.78","35.9657000"
"19990216","0.59","36.1762700"
"19990217","-1.42","35.6622700"
"19990218","0.98","36.0126600"
"19990219","0.23","36.0943300"
"19990222","2.40","36.9615500"
"19990223","0.05","36.9807100"
"19990224","-1.11","36.5704000"
"19990225","-0.68","36.3215300"
"19990226","-0.55","36.1215000"
"19990301","-0.07","36.0952100"
"19990302","-0.58","35.8873400"
"19990303","0.07","35.9120600"
"19990304","1.36","36.3988600"
"19990305","2.05","37.1445500"
"19990308","0.66","37.3896600"
"19990309","-0.19","37.3176500"
"19990310","0.54","37.5197400"
"19990311","0.71","37.7871900"
"19990312","-0.32","37.6671100"
"19990315","0.89","38.0040600"
"19990316","-0.06","37.9809900"
"19990317","-0.55","37.7736700"
"19990318","1.19","38.2216000"
"19990319","-1.15","37.7830400"
"19990322","-0.28","37.6762900"
"19990323","-2.66","36.6758500"
"19990324","0.50","36.8595000"
"19990325","1.70","37.4867900"
"19990326","-0.37","37.3486600"
"19990329","2.03","38.1071500"
"19990330","-0.75","37.8204500"
"19990331","-0.81","37.5154800"
"19990401","0.53","37.7129100"
"19990405","1.88","38.4213000"
"19990406","-0.21","38.3388400"
"19990407","0.37","38.4789500"
"19990408","1.31","38.9820100"
"19990409","0.47","39.1654100"
"19990412","0.86","39.5024000"
"19990413","-0.30","39.3856100"
"19990414","-1.43","38.8223000"
"19990415","-0.23","38.7332200"
"19990416","-0.14","38.6776500"
"19990419","-2.42","37.7415400"
"19990420","1.20","38.1929900"
"19990421","2.47","39.1365400"
"19990422","1.64","39.7787100"
"19990423","-0.11","39.7359200"
"19990426","0.49","39.9309500"
"19990427","0.07","39.9592300"
"19990428","-0.82","39.6299900"
"19990429","-0.46","39.4462300"
"19990430","-0.34","39.3136400"
"19990503","1.04","39.7220500"
"19990504","-1.44","39.1491000"
"19990505","0.94","39.5187800"
"19990506","-0.98","39.1326500"
"19990507","0.78","39.4382300"
"19990510","-0.03","39.4279600"
"19990511","1.18","39.8931200"
"19990512","0.63","40.1425200"
"19990513","0.31","40.2678200"
"19990514","-2.02","39.4550000"
"19990517","-0.01","39.4509500"
"19990518","-0.30","39.3324700"
"19990519","0.80","39.6471500"
"19990520","-0.29","39.5335900"
"19990521","-0.52","39.3278000"
"19990524","-1.93","38.5695200"
"19990525","-1.69","37.9158400"
"19990526","1.34","38.4231800"
"19990527","-1.40","37.8841600"
"19990528","1.50","38.4528700"
"19990601","-0.62","38.2156300"
"19990602","-0.05","38.1974400"
"19990603","0.28","38.3029100"
"19990604","1.89","39.0259000"
"19990607","0.72","39.3073900"
"19990608","-1.13","38.8632200"
"19990609","0.18","38.9312700"
"19990610","-1.14","38.4855200"
"19990611","-0.79","38.1826300"
"19990614","-0.47","38.0038800"
"19990615","0.45","38.1756200"
"19990616","2.21","39.0195900"
"19990617","0.79","39.3292000"
"19990618","0.23","39.4188500"
"19990621","0.62","39.6635700"
"19990622","-0.85","39.3245400"
"19990623","-0.17","39.2558400"
"19990624","-1.18","38.7919900"
"19990625","-0.10","38.7531600"
"19990628","1.11","39.1831100"
"19990629","1.52","39.7800300"
"19990630","1.67","40.4435100"
"19990701","0.48","40.6375700"
"19990702","0.73","40.9345600"
"19990706","-0.07","40.9039800"
"19990707","0.28","41.0179400"
"19990708","-0.06","40.9939400"
"19990709","0.69","41.2784600"
"19990712","-0.28","41.1617000"
"19990713","-0.33","41.0249200"
"19990714","0.43","41.2004700"
"19990715","0.84","41.5474000"
"19990716","0.43","41.7279700"
"19990719","-0.77","41.4076500"
"19990720","-2.10","40.5372900"
"19990721","0.20","40.6194000"
"19990722","-1.27","40.1024900"
"19990723","-0.27","39.9943800"
"19990726","-0.98","39.6011000"
"19990727","1.10","40.0380900"
"19990728","0.23","40.1302200"
"19990729","-1.69","39.4534500"
"19990730","-0.78","39.1468400"
"19990802","-0.21","39.0627500"
"19990803","-0.67","38.8005100"
"19990804","-1.47","38.2310500"
"19990805","0.58","38.4535800"
"19990806","-0.90","38.1072000"
"19990809","-0.36","37.9716400"
"19990810","-1.15","37.5340600"
"19990811","1.54","38.1111800"
"19990812","-0.06","38.0881400"
"19990813","2.05","38.8698700"
"19990816","0.28","38.9798700"
"19990817","0.98","39.3623900"
"19990818","-0.67","39.0996900"
"19990819","-0.69","38.8290900"
"19990820","0.91","39.1822700"
"19990823","1.62","39.8172200"
"19990824","0.21","39.9024700"
"19990825","1.19","40.3791000"
"19990826","-1.16","39.9098700"
"19990827","-0.94","39.5334800"
"19990830","-1.68","38.8695300"
"19990831","-0.23","38.7818700"
"19990901","0.74","39.0690400"
"19990902","-0.90","38.7159600"
"19990903","2.76","39.7842900"
"19990907","-0.22","39.6975600"
"19990908","-0.46","39.5164500"
"19990909","0.31","39.6407200"
"19990910","0.36","39.7815000"
"19990913","-0.53","39.5692000"
"19990914","-0.54","39.3543000"
"19990915","-1.27","38.8529400"
"19990916","-0.19","38.7800800"
"19990917","1.25","39.2642600"
"19990920","-0.05","39.2458200"
"19990921","-1.92","38.4920900"
"19990922","0.27","38.5967000"
"19990923","-2.26","37.7240400"
"19990924","-0.24","37.6331900"
"19990927","0.40","37.7818500"
"19990928","-0.18","37.7131500"
"19990929","-0.76","37.4268600"
"19990930","0.91","37.7684900"
"19991001","-0.09","37.7353800"
"19991004","1.62","38.3478500"
"19991005","-0.11","38.3046500"
"19991006","1.81","38.9986100"
"19991007","-0.47","38.8165400"
"19991008","1.12","39.2507100"
"19991011","0.22","39.3368200"
"19991012","-1.47","38.7581400"
"19991013","-2.18","37.9134400"
"19991014","-0.03","37.9024400"
"19991015","-2.59","36.9199800"
"19991018","0.08","36.9507800"
"19991019","0.68","37.2038300"
"19991020","2.01","37.9523700"
"19991021","-0.39","37.8039200"
"19991022","1.33","38.3063400"
"19991025","-0.42","38.1451300"
"19991026","-0.75","37.8602800"
"19991027","1.00","38.2374100"
"19991028","3.20","39.4595200"
"19991029","1.80","40.1703600"
"19991101","-0.37","40.0216900"
"19991102","-0.27","39.9131400"
"19991103","0.68","40.1843600"
"19991104","0.67","40.4534400"
"19991105","0.78","40.7700600"
"19991108","0.45","40.9552500"
"19991109","-0.81","40.6241500"
"19991110","0.56","40.8528100"
"19991111","0.35","40.9957200"
"19991112","1.15","41.4655300"
"19991115","0.02","41.4725200"
"19991116","1.82","42.2265800"
"19991117","-0.56","41.9887800"
"19991118","1.12","42.4608500"
"19991119","-0.17","42.3893900"
"19991122","0.01","42.3956700"
"19991123","-1.26","41.8601500"
"19991124","0.91","42.2393400"
"19991126","0.18","42.3159000"
"19991129","-0.62","42.0522400"
"19991130","-1.28","41.5156600"
"19991201","0.58","41.7546600"
"19991202","1.11","42.2196100"
"19991203","1.64","42.9106100"
"19991206","-0.46","42.7136800"
"19991207","-0.43","42.5282800"
"19991208","-0.14","42.4700200"
"19991209","0.31","42.6030000"
"19991210","0.54","42.8330200"
"19991213","-0.04","42.8152800"
"19991214","-1.19","42.3039900"
"19991215","0.50","42.5143500"
"19991216","0.55","42.7466000"
"19991217","0.20","42.8335200"
"19991220","-0.02","42.8265500"
"19991221","1.24","43.3592800"
"19991222","0.46","43.5577400"
"19991223","1.33","44.1384600"
"19991227","-0.19","44.0537600"
"19991228","0.19","44.1369500"
"19991229","0.62","44.4093700"
"19991230","0.03","44.4217100"
"19991231","0.55","44.6679800"
"20000103","-0.74","44.3379648"
"20000104","-3.95","42.5865455"
"20000105","0.08","42.6218367"
"20000106","-0.32","42.4857129"
"20000107","2.76","43.6593041"
"20000110","1.67","44.3902447"
"20000111","-1.53","43.7094687"
"20000112","-0.63","43.4360606"
"20000113","1.54","44.1048189"
"20000114","1.19","44.6291732"
"20000118","-0.26","44.5134241"
"20000119","0.35","44.6709748"
"20000120","-0.24","44.5624782"
"20000121","0.14","44.6254466"
"20000124","-2.61","43.4611443"
"20000125","0.55","43.7001012"
"20000126","-0.41","43.5223233"
"20000127","-0.41","43.3439272"
"20000128","-2.81","42.1244495"
"20000131","1.64","42.8139382"
"20000201","1.23","43.3388716"
"20000202","0.19","43.4192777"
"20000203","1.42","44.0365736"
"20000204","-0.01","44.0307817"
"20000207","0.29","44.1582402"
"20000208","1.26","44.7134428"
"20000209","-1.86","43.8830183"
"20000210","0.57","44.1337665"
"20000211","-1.80","43.3405467"
"20000214","0.25","43.4479757"
"20000215","0.63","43.7215844"
"20000216","-0.57","43.4711995"
"20000217","0.45","43.6679853"
"20000218","-2.66","42.5072396"
"20000222","0.20","42.5911605"
"20000223","1.11","43.0624535"
"20000224","-0.07","43.0324559"
"20000225","-1.06","42.5748171"
"20000228","0.89","42.9555698"
"20000229","1.90","43.7728267"
"20000301","1.37","44.3708637"
"20000302","-0.01","44.3682388"
"20000303","2.24","45.3642769"
"20000306","-0.86","44.9727925"
"20000307","-2.11","44.0224042"
"20000308","0.63","44.2995426"
"20000309","2.48","45.3974886"
"20000310","-0.39","45.2214356"
"20000313","-1.35","44.6126524"
"20000314","-2.19","43.6350888"
"20000315","1.10","44.1158870"
"20000316","4.40","46.0567463"
"20000317","0.50","46.2886675"
"20000320","-1.54","45.5749472"
"20000321","2.08","46.5251553"
"20000322","1.22","47.0935306"
"20000323","1.47","47.7845698"
"20000324","0.12","47.8409828"
"20000327","-0.32","47.6861692"
"20000328","-1.33","47.0527855"
"20000329","-0.84","46.6588182"
"20000330","-1.74","45.8463784"
"20000331","1.15","46.3727544"
"20000403","-1.22","45.8078801"
"20000404","-1.17","45.2710857"
"20000405","-0.05","45.2503159"
"20000406","1.44","45.8997283"
"20000407","1.37","46.5307675"
"20000410","-1.80","45.6938069"
"20000411","-0.78","45.3370081"
"20000412","-2.76","44.0868862"
"20000413","-1.85","43.2729908"
"20000414","-6.45","40.4798841"
"20000417","3.00","41.6962076"
"20000418","3.74","43.2541338"
"20000419","-0.80","42.9065264"
"20000420","0.21","42.9977125"
"20000424","-0.93","42.5991442"
"20000425","3.67","44.1617336"
"20000426","-1.16","43.6502269"
"20000427","0.72","43.9662335"
"20000428","-0.02","43.9566759"
"20000501","1.37","44.5593234"
"20000502","-1.96","43.6869506"
"20000503","-2.06","42.7867115"
"20000504","0.02","42.7961977"
"20000505","1.55","43.4592043"
"20000508","-0.90","43.0668405"
"20000509","-1.09","42.5982674"
"20000510","-2.51","41.5303961"
"20000511","1.99","42.3573791"
"20000512","0.84","42.7146724"
"20000515","2.18","43.6463739"
"20000516","1.22","44.1787440"
"20000517","-1.34","43.5855851"
"20000518","-1.02","43.1422868"
"20000519","-2.25","42.1694462"
"20000522","-0.67","41.8856329"
"20000523","-2.19","40.9679207"
"20000524","1.54","41.5987122"
"20000525","-1.23","41.0878069"
"20000526","-0.23","40.9946003"
"20000530","3.68","42.5045830"
"20000531","-0.20","42.4214875"
"20000601","2.42","43.4465126"
"20000602","2.74","44.6368867"
"20000605","-0.41","44.4554182"
"20000606","-0.24","44.3476495"
"20000607","0.60","44.6121825"
"20000608","-0.58","44.3540416"
"20000609","0.00","44.3519946"
"20000612","-1.12","43.8532626"
"20000613","1.47","44.4975166"
"20000614","-0.12","44.4433385"
"20000615","0.49","44.6622210"
"20000616","-0.74","44.3317429"
"20000619","1.63","45.0549457"
"20000620","-0.28","44.9293836"
"20000621","0.32","45.0732807"
"20000622","-1.85","44.2384491"
"20000623","-0.94","43.8243266"
"20000626","0.93","44.2323335"
"20000627","-0.49","44.0166028"
"20000628","0.71","44.3280436"
"20000629","-0.69","44.0214275"
"20000630","0.61","44.2920000"
"20000703","0.98","44.7270000"
"20000705","-1.59","44.0180000"
"20000706","0.87","44.4030000"
"20000707","1.48","45.0610000"
"20000710","-0.16","44.9870000"
"20000711","0.17","45.0650000"
"20000712","1.22","45.6160000"
"20000713","0.48","45.8360000"
"20000714","0.94","46.2670000"
"20000717","0.13","46.3270000"
"20000718","-1.32","45.7170000"
"20000719","-1.09","45.2200000"
"20000720","1.30","45.8080000"
"20000721","-1.31","45.2100000"
"20000724","-1.37","44.5900000"
"20000725","0.53","44.8270000"
"20000726","-1.26","44.2630000"
"20000727","-0.77","43.9240000"
"20000728","-2.21","42.9530000"
"20000731","1.02","43.3890000"
"20000801","0.25","43.4990000"
"20000802","0.04","43.5149563"
"20000803","1.03","43.9625889"
"20000804","0.87","44.3428724"
"20000807","1.15","44.8515080"
"20000808","0.14","44.9136390"
"20000809","-0.60","44.6459159"
"20000810","-0.91","44.2416221"
"20000811","0.89","44.6333630"
"20000814","1.25","45.1927543"
"20000815","-0.47","44.9798798"
"20000816","-0.17","44.9034510"
"20000817","1.13","45.4130980"
"20000818","-0.24","45.3044252"
"20000821","0.45","45.5079023"
"20000822","0.00","45.5085480"
"20000823","0.58","45.7707107"
"20000824","0.34","45.9269588"
"20000825","-0.04","45.9093596"
"20000828","0.48","46.1283786"
